id,Acceptance Checkbox,Terms and Conditions Text,Digital Signature,Packing List Terms and Conditions,Packing List Validity,Packing List Accuracy,Packing List Liability,Packing List Amendments,Packing List Governing Law,Packing List Entire Agreements,Packing List Severability,Packing List Waiver,Packing List Notices,Date of Acceptance,Version Number,Privacy Policy Acceptance,Links to Related Documents
1,Checked,"By checking this box, you agree to the terms set forth in this document.",JohnD_Signature,"All items listed are accurate to the best of the sender's knowledge.",Valid for 30 days,"We ensure the accuracy of the list, but minor discrepancies may occur.","We aren't liable for damages caused by incorrect packing list info.","Amendments can only be made within 24 hours of submission.","The laws of California govern these terms.","This list constitutes the entire agreement between parties.",If any term is invalid, it won't affect the rest,"Failure to enforce any term doesn't constitute a waiver.","Send notices to 123 Elm St, Los Angeles, CA.",2023-10-01,1.0,Checked,docs.example.com/terms.pdf
2,Checked,"By checking this box, you agree to the terms set forth in this document.",JaneS_Signature,"All items listed are accurate to the best of the sender's knowledge.",Valid for 25 days,"We ensure the accuracy of the list, but minor discrepancies may occur.","We aren't liable for damages caused by incorrect packing list info.","Amendments can only be made within 24 hours of submission.","The laws of New York govern these terms.","This list constitutes the entire agreement between parties.",If any term is invalid, it won't affect the rest,"Failure to enforce any term doesn't constitute a waiver.","Send notices to 456 Oak Ave, New York, NY.",2023-10-02,1.1,Checked,docs.example.com/terms_v1.1.pdf
3,Checked,"By checking this box, you agree to the terms set forth in this document.",RobertB_Signature,"All items listed are accurate to the best of the sender's knowledge.",Valid for 28 days,"We ensure the accuracy of the list, but minor discrepancies may occur.","We aren't liable for damages caused by incorrect packing list info.","Amendments can only be made within 24 hours of submission.","The laws of Texas govern these terms.","This list constitutes the entire agreement between parties.",If any term is invalid, it won't affect the rest,"Failure to enforce any term doesn't constitute a waiver.","Send notices to 789 Maple Blvd, Houston, TX.",2023-10-03,1.2,Checked,docs.example.com/terms_v1.2.pdf
4,Checked,"By checking this box, you agree to the terms set forth in this document.",EmilyJ_Signature,"All items listed are accurate to the best of the sender's knowledge.",Valid for 31 days,"We ensure the accuracy of the list, but minor discrepancies may occur.","We aren't liable for damages caused by incorrect packing list info.","Amendments can only be made within 24 hours of submission.","The laws of Florida govern these terms.","This list constitutes the entire agreement between parties.",If any term is invalid, it won't affect the rest,"Failure to enforce any term doesn't constitute a waiver.","Send notices to 101 Pine Ln, Miami, FL.",2023-10-04,1.3,Checked,docs.example.com/terms_v1.3.pdf
5,Checked,"By checking this box, you agree to the terms set forth in this document.",MichaelW_Signature,"All items listed are accurate to the best of the sender's knowledge.",Valid for 29 days,"We ensure the accuracy of the list, but minor discrepancies may occur.","We aren't liable for damages caused by incorrect packing list info.","Amendments can only be made within 24 hours of submission.","The laws of Illinois govern these terms.","This list constitutes the entire agreement between parties.",If any term is invalid, it won't affect the rest,"Failure to enforce any term doesn't constitute a waiver.","Send notices to 202 Birch Dr, Chicago, IL.",2023-10-05,1.4,Checked,docs.example.com/terms_v1.4.pdf
6,Checked,"By checking this box, you agree to the terms set forth in this document.",SophiaG_Signature,"All items listed are accurate to the best of the sender's knowledge.",Valid for 27 days,"We ensure the accuracy of the list, but minor discrepancies may occur.","We aren't liable for damages caused by incorrect packing list info.","Amendments can only be made within 24 hours of submission.","The laws of Georgia govern these terms.","This list constitutes the entire agreement between parties.",If any term is invalid, it won't affect the rest,"Failure to enforce any term doesn't constitute a waiver.","Send notices to 303 Cedar Rd, Atlanta, GA.",2023-10-06,1.5,Checked,docs.example.com/terms_v1.5.pdf
7,Checked,"By checking this box, you agree to the terms set forth in this document.",DanielB_Signature,"All items listed are accurate to the best of the sender's knowledge.",Valid for 32 days,"We ensure the accuracy of the list, but minor discrepancies may occur.","We aren't liable for damages caused by incorrect packing list info.","Amendments can only be made within 24 hours of submission.","The laws of Ohio govern these terms.","This list constitutes the entire agreement between parties.",If any term is invalid, it won't affect the rest,"Failure to enforce any term doesn't constitute a waiver.","Send notices to 404 Spruce Way, Columbus, OH.",2023-10-07,1.6,Checked,docs.example.com/terms_v1.6.pdf
8,Checked,"By checking this box, you agree to the terms set forth in this document.",OliviaB_Signature,"All items listed are accurate to the best of the sender's knowledge.",Valid for 33 days,"We ensure the accuracy of the list, but minor discrepancies may occur.","We aren't liable for damages caused by incorrect packing list info.","Amendments can only be made within 24 hours of submission.","The laws of Pennsylvania govern these terms.","This list constitutes the entire agreement between parties.",If any term is invalid, it won't affect the rest,"Failure to enforce any term doesn't constitute a waiver.","Send notices to 505 Fir Ct, Philadelphia, PA.",2023-10-08,1.7,Checked,docs.example.com/terms_v1.7.pdf
9,Checked,"By checking this box, you agree to the terms set forth in this document.",WilliamR_Signature,"All items listed are accurate to the best of the sender's knowledge.",Valid for 26 days,"We ensure the accuracy of the list, but minor discrepancies may occur.","We aren't liable for damages caused by incorrect packing list info.","Amendments can only be made within 24 hours of submission.","The laws of Washington govern these terms.","This list constitutes the entire agreement between parties.",If any term is invalid, it won't affect the rest,"Failure to enforce any term doesn't constitute a waiver.","Send notices to 606 Redwood Ln, Seattle, WA.",2023-10-09,1.8,Checked,docs.example.com/terms_v1.8.pdf
10,Checked,"By checking this box, you agree to the terms set forth in this document.",EmmaY_Signature,"All items listed are accurate to the best of the sender's knowledge.",Valid for 34 days,"We ensure the accuracy of the list, but minor discrepancies may occur.","We aren't liable for damages caused by incorrect packing list info.","Amendments can only be made within 24 hours of submission.","The laws of Colorado govern these terms.","This list constitutes the entire agreement between parties.",If any term is invalid, it won't affect the rest,"Failure to enforce any term doesn't constitute a waiver.","Send notices to 707 Cypress Ave, Denver, CO.",2023-10-10,1.9,Checked,docs.example.com/terms_v1.9.pdf
